,CallNumber,Company,Ticker,Date,Call,1-Day,1-Week,1-Month,1-Year,1-DayIndex,1-WeekIndex,1-MonthIndex,1-YearIndex,Sector,Industry,CurrentPrice,HistoricalPrice,Time Since Recommendation,Years Since Recommendation,Total Yield,Annual Yield,Year,Performance
351,1005,Advanced Micro Devices ,AMD,2021-07-27,Buy,4.80%,21.30%,13.80%,-6.0,-0.20%,0.00%,3%,-6.0,Technology,Semiconductors,137.175,91.03,1222 days,3.345653661875428,50.692079534219495,15.15162197207338,2021,0.0
352,1006,Lam Research ,LRCX,2020-09-11,Buy,1.20%,3.10%,21.60%,101.0,0.30%,-3.00%,5%,34.0,Technology,Semiconductor Equipment & Materials,73.88,29.9,1541 days,4.219028062970568,147.09030100334448,34.86355122743126,2020,67.0
353,1010,ON Semiconductor ,ON,2018-03-23,Buy,1.60%,-10.50%,-10.10%,-20.0,1.10%,-2.90%,1%,7.0,Technology,Semiconductors,71.12,25.04,2444 days,6.691307323750856,184.02555910543134,27.50218308643977,2018,-27.0
354,1012,Abbott Laboratories ,ABT,2020-03-30,Buy,-3.10%,3.80%,17.20%,54.0,-1.10%,2.90%,13%,56.0,Healthcare,Medical Devices,118.77,79.34,1706 days,4.670773442847365,49.697504411393986,10.640101691829809,2020,-2.0
355,1013,Intel ,INTC,2021-01-13,Negative Mention,1.40%,5.40%,6.10%,-4.0,-0.60%,1.50%,4%,24.0,Technology,Semiconductors,24.05,56.95,1417 days,3.8795345653661877,-57.76997366110624,-14.890954749272444,2021,-28.0
356,1014,Micron Technology ,MU,2018-03-05,Buy,0.60%,10.60%,-7.30%,-29.0,-0.20%,1.40%,-2%,4.0,Technology,Semiconductors,97.95,52.03,2462 days,6.740588637919234,88.25677493753604,13.093333487382225,2018,-33.0
357,1015,Airbnb ,ABNB,2021-12-06,Buy,-1.30%,-8.30%,-12.80%,-50.0,0.80%,-1.10%,0%,-15.0,Consumer Cyclical,Travel Services,136.11,180.85,1090 days,2.9842573579739904,-24.738733757257386,-8.289745417282807,2021,-35.0
358,1019,Apple ,AAPL,2020-06-11,Buy,-1.70%,3.20%,12.70%,55.0,-1.30%,1.90%,4%,42.0,Technology,Consumer Electronics,237.33,83.98,1633 days,4.470910335386721,182.60300071445585,40.84246540781078,2020,13.0
359,1020,Ford Motor ,F,2020-11-10,Buy,-3.10%,5.90%,8.30%,135.0,0.10%,-0.10%,3%,32.0,Consumer Cyclical,Auto Manufacturers,11.13,8.38,1481 days,4.054757015742642,32.8162291169451,8.093266498962997,2020,103.0
360,1027,Apple ,AAPL,2020-11-04,Buy,0.90%,0.30%,4.10%,28.0,0.30%,0.80%,5%,36.0,Technology,Consumer Electronics,237.33,114.95,1487 days,4.071184120465435,106.46367986080907,26.15054409492973,2020,-8.0
361,1029,Tesla ,TSLA,2017-03-15,Positive Mention,-0.10%,-2.80%,15.00%,23.0,-0.30%,-1.40%,-1%,18.0,Consumer Cyclical,Auto Manufacturers,345.16,17.05,2817 days,7.712525667351129,1924.398826979472,249.5160353405226,2017,5.0
362,1030,Pfizer ,PFE,2020-07-01,Buy,-0.30%,-3.00%,12.20%,26.0,-0.60%,0.70%,5%,41.0,Healthcare,Drug Manufacturers - General,26.21,31.98,1613 days,4.41615331964408,-18.042526579111946,-4.085575221959478,2020,-15.0
363,1031,Wynn Resorts ,WYNN,2021-02-22,Buy,4.90%,-2.50%,-6.10%,-36.0,0.70%,-0.20%,1%,10.0,Consumer Cyclical,Resorts & Casinos,94.38,126.75,1377 days,3.7700205338809036,-25.538461538461544,-6.774090832914363,2021,-46.0
364,1033,Lennar ,LEN,2016-12-16,Positive Mention,-2.60%,-0.10%,2.30%,47.0,0.10%,0.30%,0%,21.0,Consumer Cyclical,Residential Construction,174.39,42.68,2906 days,7.956194387405886,308.59887535145265,38.78724680733588,2016,26.0
365,1035,Federal Realty Investment ,FRT,2020-11-23,Buy,-2.00%,-6.40%,-7.50%,46.0,0.80%,0.80%,2%,31.0,Real Estate,REIT - Retail,116.65,93.07,1468 days,4.0191649555099245,25.33576877618998,6.303739472413754,2020,15.0
366,1037,Salesforce ,CRM,2021-12-06,Buy,0.60%,-4.30%,-14.20%,-51.0,0.80%,-1.10%,0%,-15.0,Technology,Software - Application,329.99,258.75,1090 days,2.9842573579739904,27.532367149758457,9.22586890041218,2021,-36.0
368,1040,Freeport-McMoRan ,FCX,2020-06-22,Positive Mention,0.10%,4.40%,20.20%,236.0,-0.50%,-1.20%,3%,37.0,Basic Materials,Copper,44.2,10.79,1622 days,4.440793976728268,309.63855421686753,69.72594446837908,2020,199.0
369,1041,Chevron ,CVX,2020-11-23,Buy,2.40%,-8.50%,-10.80%,29.0,0.80%,0.80%,2%,31.0,Energy,Oil & Gas Integrated,161.93,91.03,1468 days,4.0191649555099245,77.88641107327255,19.37875452623488,2020,-2.0
370,1044,Apple ,AAPL,2020-09-09,Buy,-5.70%,-2.80%,9.60%,32.0,-2.30%,0.60%,6%,35.0,Technology,Consumer Electronics,237.33,117.32,1543 days,4.224503764544832,102.29287419024891,24.214175176920556,2020,-3.0
371,1047,Domino's Pizza ,DPZ,2020-04-06,Buy,-3.80%,7.30%,9.90%,15.0,-3.30%,7.00%,9%,56.0,Consumer Cyclical,Restaurants,476.19,338.52,1699 days,4.65160848733744,40.66820276497697,8.742825815131159,2020,-41.0
372,1048,Palo Alto Networks ,PANW,2018-06-01,Buy,-3.00%,-4.50%,0.60%,-5.0,0.10%,1.30%,-1%,2.0,Technology,Software - Infrastructure,387.82,69.73,2374 days,6.499657768651608,456.1738132797934,70.18428192942062,2018,-7.0
373,1049,Prudential ,PRU,2018-11-12,Positive Mention,0.60%,-5.00%,-11.70%,2.0,-0.40%,-2.90%,-2%,16.0,Financial Services,Insurance - Life,129.41,93.67,2210 days,6.050650239561944,38.15522579267641,6.305971140622199,2018,-14.0
374,1050,Apple ,AAPL,2019-06-04,Negative Mention,-0.90%,6.40%,11.90%,79.0,0.20%,1.90%,6%,12.0,Technology,Consumer Electronics,237.33,44.91,2006 days,5.492128678986996,428.45691382765534,78.01290517225877,2019,67.0
375,1053,Apple ,AAPL,2020-09-14,Buy,-2.40%,-3.20%,4.50%,30.0,-0.30%,-2.50%,3%,34.0,Technology,Consumer Electronics,237.33,115.36,1538 days,4.210814510609172,105.72988904299585,25.10913002142668,2020,-4.0
376,1055,Southwest Airlines ,LUV,2021-02-22,Buy,0.90%,1.90%,5.60%,-22.0,0.70%,-0.20%,1%,10.0,Industrials,Airlines,32.36,54.79,1377 days,3.7700205338809036,-40.93812739551013,-10.85886058911407,2021,-32.0
377,1056,United Continental ,UAL,2020-12-11,Positive Mention,-5.80%,-5.70%,-8.60%,-11.0,-1.10%,1.30%,4%,30.0,Industrials,Airlines,96.83,48.36,1450 days,3.969883641341547,100.22746071133167,25.24695174125096,2020,-41.0
378,1059,General Motors ,GM,2020-04-28,Negative Mention,4.50%,-7.90%,8.80%,138.0,0.60%,-3.10%,4%,46.0,Consumer Cyclical,Auto Manufacturers,55.59,22.18,1677 days,4.591375770020534,150.63119927862942,32.80742130979093,2020,92.0
379,1061,Freeport-McMoRan ,FCX,2016-05-09,Negative Mention,0.60%,6.00%,0.40%,8.0,0.80%,-1.70%,2%,17.0,Basic Materials,Copper,44.2,10.52,3127 days,8.56125941136208,320.152091254753,37.39544334211658,2016,-9.0
380,1062,Allstate ,ALL,2020-03-16,Sell,0.90%,-11.40%,13.60%,35.0,3.20%,-3.20%,11%,60.0,Financial Services,Insurance - Property & Casualty,207.39,63.35,1720 days,4.7091033538672145,227.37174427782162,48.28344744039206,2020,-25.0
381,1063,Idexx Laboratories ,IDXX,2018-10-11,Buy,1.30%,-1.80%,-10.60%,24.0,-0.30%,0.10%,-1%,9.0,Healthcare,Diagnostics & Research,421.75,214.11,2242 days,6.138261464750171,96.97818878146747,15.79896674952319,2018,15.0
382,1065,Advanced Micro Devices ,AMD,2021-11-08,Buy,-3.30%,2.40%,-7.30%,-60.0,-0.40%,0.40%,0%,-19.0,Technology,Semiconductors,137.175,150.16,1118 days,3.060917180013689,-8.647442727757051,-2.8251148983123997,2021,-41.0
383,1069,Aptiv ,APTV,2020-05-19,Sell,-0.10%,8.30%,8.40%,91.0,0.40%,2.20%,4%,42.0,Consumer Cyclical,Auto Parts,55.53,70.0,1656 days,4.5338809034907595,-20.67142857142857,-4.559323240165631,2020,49.0
384,1070,Medtronic ,MDT,2020-03-25,Buy,3.30%,-6.30%,9.60%,32.0,4.70%,-3.60%,10%,54.0,Healthcare,Medical Devices,86.54,86.82,1711 days,4.684462696783025,-0.32250633494584996,-0.06884596074749953,2020,-22.0
385,1073,Advanced Micro Devices ,AMD,2022-01-28,Buy,5.90%,8.20%,8.00%,,2.00%,-0.60%,-3%,0.0,Technology,Semiconductors,137.175,105.24,1037 days,2.839151266255989,30.344925883694433,10.688027173596328,2022,
386,1074,Lennar ,LEN,2020-09-11,Buy,-0.60%,-2.80%,6.30%,27.0,0.30%,-3.00%,5%,34.0,Consumer Cyclical,Residential Construction,174.39,77.48,1541 days,4.219028062970568,125.07743933918428,29.646031614949422,2020,-7.0
387,1075,Nucor ,NUE,2021-10-06,Buy,0.50%,2.30%,17.50%,18.0,0.10%,0.90%,7%,-16.0,Basic Materials,Steel,154.69,95.99,1151 days,3.1512662559890487,61.1522033545161,19.405597111413556,2021,34.0
388,1083,Ulta Beauty ,ULTA,2021-03-05,Buy,1.10%,-6.70%,-7.50%,1.0,-0.80%,3.80%,7%,11.0,Consumer Cyclical,Specialty Retail,386.64,333.37,1366 days,3.7399041752224504,15.979242283348826,4.272634146407876,2021,-10.0
389,1085,Dell ,DELL,2019-01-22,Buy,-1.20%,7.60%,25.90%,13.0,-0.20%,1.60%,6%,28.0,Technology,Computer Hardware,127.59,22.32,2139 days,5.856262833675565,471.63978494623666,80.53596608303549,2019,-15.0
390,1091,Kinder Morgan ,KMI,2016-11-14,Positive Mention,1.50%,0.30%,-3.70%,-20.0,0.60%,1.10%,4%,20.0,Energy,Oil & Gas Midstream,28.27,20.97,2938 days,8.043805612594113,34.811635670004776,4.327756953188987,2016,-40.0
391,1093,Western Digital ,WDC,2016-11-04,Buy,2.20%,3.10%,7.70%,56.0,2.20%,1.60%,4%,24.0,Technology,Computer Hardware,72.99,55.02,2948 days,8.071184120465434,32.66085059978188,4.046599620614089,2016,32.0
392,1098,Advanced Micro Devices ,AMD,2016-10-14,Buy,-3.60%,5.00%,1.80%,114.0,-0.30%,1.20%,2%,23.0,Technology,Semiconductors,137.175,142.1999969482422,2969 days,8.128678986995208,-3.5337532039970223,-0.4347266277399503,2016,91.0
393,1100,Iron Mountain ,IRM,2020-04-13,Positive Mention,-0.90%,-7.40%,-15.10%,54.0,1.00%,-3.80%,0%,47.0,Real Estate,REIT - Specialty,123.67,26.24,1692 days,4.632443531827516,371.3033536585366,80.1528072835582,2020,7.0
394,1101,Micron Technology ,MU,2016-08-24,Positive Mention,1.90%,2.70%,7.20%,87.0,0.10%,-0.10%,-1%,15.0,Technology,Semiconductors,97.95,15.51,3020 days,8.268309377138946,531.5280464216635,64.28497316407702,2016,72.0
395,1102,Coterra Energy ,CTRA,2022-03-16,Buy,2.80%,9.30%,24.40%,,1.70%,2.40%,0%,0.0,Energy,Oil & Gas E&P,26.72,23.47,990 days,2.7104722792607805,13.847464848743076,5.108875288892332,2022,
396,1103,Tesla ,TSLA,2020-04-21,Buy,4.00%,9.30%,11.60%,392.0,0.30%,5.10%,6%,50.0,Consumer Cyclical,Auto Manufacturers,345.16,45.78,1684 days,4.610540725530458,653.9536915683705,141.83882769913737,2020,342.0
397,1111,Cisco Systems ,CSCO,2018-02-09,Buy,0.20%,8.50%,12.20%,21.0,0.60%,2.30%,5%,4.0,Technology,Communication Equipment,59.21,39.53,2486 days,6.806297056810404,49.78497343789527,7.314546077309431,2018,17.0
398,1116,Broadcom ,AVGO,2017-08-01,Positive Mention,-0.50%,-1.70%,-0.20%,-12.0,0.00%,-0.10%,0%,16.0,Technology,Semiconductors,162.08,24.84,2678 days,7.3319644079397674,552.4959742351047,75.35442665771919,2017,-28.0
399,1118,Generac 0ings ,GNRC,2020-10-06,Buy,-2.60%,-2.00%,12.60%,102.0,0.80%,2.10%,3%,31.0,Industrials,Specialty Industrial Machinery,188.2,207.37,1516 days,4.1505817932922655,-9.244345855234613,-2.227240978644091,2020,71.0
400,1121,Nucor ,NUE,2020-04-28,Buy,2.40%,-4.70%,-0.60%,100.0,0.60%,-3.10%,4%,46.0,Basic Materials,Steel,154.69,40.49,1677 days,4.591375770020534,282.0449493702148,61.429289062296334,2020,54.0
401,1137,Boeing ,BA,2020-06-02,Positive Mention,10.20%,17.50%,8.50%,45.0,0.60%,2.20%,2%,36.0,Industrials,Aerospace & Defense,155.44,153.31,1642 days,4.4955509924709105,1.3893418563694446,0.309048180900694,2020,9.0
402,1138,PG&E ,PCG,2019-04-16,Sell,-4.20%,4.90%,-22.10%,-49.0,-0.70%,1.00%,-1%,-2.0,Utilities,Utilities - Regulated Electric,21.63,22.26,2055 days,5.626283367556468,-2.8301886792452944,-0.5030298856906783,2019,-47.0
403,1140,Netflix ,NFLX,2018-11-30,Negative Mention,-1.00%,-7.10%,-7.80%,7.0,-0.30%,-5.50%,-10%,14.0,Communication Services,Entertainment,886.81,286.13,2192 days,6.0013689253935665,209.9325481424527,34.98077701141918,2018,-7.0
404,1141,Salesforce ,CRM,2017-11-06,Buy,-2.10%,3.40%,1.30%,38.0,-0.10%,-0.40%,2%,11.0,Technology,Software - Application,329.99,102.42,2581 days,7.066392881587953,222.19293106815076,31.44361413120576,2017,27.0
405,1143,Diamondback Energy ,FANG,2021-10-29,Buy,1.60%,3.70%,-1.10%,49.0,-0.10%,1.90%,1%,-15.0,Energy,Oil & Gas E&P,177.59,107.19,1128 days,3.0882956878850103,65.67776844854932,21.266671033539573,2021,64.0
406,1151,Las Vegas Sands ,LVS,2019-03-29,Buy,1.40%,4.20%,7.50%,-27.0,0.40%,1.00%,3%,-7.0,Consumer Cyclical,Resorts & Casinos,53.06,60.96,2073 days,5.675564681724846,-12.959317585301836,-2.283352989884947,2019,-20.0
407,1152,Tesla ,TSLA,2021-01-11,Buy,2.20%,-0.60%,-4.40%,30.0,0.00%,0.00%,3%,26.0,Consumer Cyclical,Auto Manufacturers,345.16,270.39,1419 days,3.885010266940452,27.6526498761049,7.117780385657022,2021,4.0
408,1156,Netflix ,NFLX,2020-03-03,Buy,1.60%,-8.80%,-5.70%,33.0,2.20%,-12.30%,-20%,23.0,Communication Services,Entertainment,886.81,368.77,1733 days,4.744695414099931,140.47780459364915,29.607338792746887,2020,10.0
409,1159,Adobe Systems ,ADBE,2020-09-09,Positive Mention,-3.00%,-0.40%,7.30%,38.0,-2.30%,0.60%,6%,35.0,Technology,Software - Infrastructure,515.93,479.46,1543 days,4.224503764544832,7.606473949860254,1.8005603436075552,2020,3.0
410,1160,Micron Technology ,MU,2020-03-20,Negative Mention,3.40%,16.40%,13.50%,139.0,-2.30%,17.40%,26%,79.0,Technology,Semiconductors,97.95,36.11,1716 days,4.698151950718686,171.2545001384658,36.45146047527659,2020,60.0
411,1162,Skyworks Solutions ,SWKS,2017-08-01,Positive Mention,-2.20%,0.60%,1.40%,-7.0,0.00%,-0.10%,0%,16.0,Technology,Semiconductors,87.59,104.28,2678 days,7.3319644079397674,-16.004986574606825,-2.1829056558533018,2017,-23.0
412,1167,Morgan Stanley ,MS,2019-04-11,Buy,1.70%,1.30%,-4.80%,-13.0,0.10%,0.00%,-3%,-3.0,Financial Services,Capital Markets,131.61,44.8,2060 days,5.639972621492129,193.77232142857147,34.35696136009016,2019,-10.0
413,1175,Halliburton ,HAL,2022-04-20,Buy,-4.00%,-5.70%,-1.60%,,-2.30%,-2.30%,-9%,0.0,Energy,Oil & Gas Equipment & Services,31.86,39.6,955 days,2.614647501711157,-19.54545454545455,-7.475368871965732,2022,
414,1182,DuPont ,DD,2021-11-02,Buy,1.00%,-0.20%,-5.50%,-24.0,0.70%,-0.20%,-2%,-19.0,Basic Materials,Specialty Chemicals,83.59,77.49,1124 days,3.077344284736482,7.8719834817395915,2.558044454364222,2021,-5.0
415,1183,Wells Fargo ,WFC,2022-03-28,Buy,-2.80%,-6.70%,-12.50%,,0.30%,-2.30%,-7%,0.0,Financial Services,Banks - Diversified,76.17,51.81,978 days,2.6776180698151952,47.01795020266358,17.559617905442607,2022,
416,1190,Micron Technology ,MU,2017-01-24,Buy,0.70%,5.10%,-1.40%,83.0,0.40%,-0.80%,3%,26.0,Technology,Semiconductors,97.95,22.85,2867 days,7.8494182067077345,328.6652078774616,41.87128258710947,2017,57.0
417,1192,Tyson Foods ,TSN,2020-11-13,Negative Mention,1.40%,-2.50%,8.50%,33.0,0.40%,-1.40%,1%,31.0,Consumer Defensive,Farm Products,64.5,62.35,1478 days,4.046543463381246,3.448275862068963,0.8521534226121033,2020,2.0
418,1195,Netflix ,NFLX,2020-04-15,Buy,0.50%,-2.80%,3.10%,24.0,0.00%,0.00%,6%,52.0,Communication Services,Entertainment,886.81,426.75,1690 days,4.6269678302532515,107.80550673696541,23.299385405725808,2020,-28.0
419,1197,Morgan Stanley ,MS,2022-01-05,Buy,-0.70%,-0.80%,2.40%,,0.00%,-0.70%,-4%,0.0,Financial Services,Capital Markets,131.61,101.68,1060 days,2.9021218343600275,29.435483870967747,10.142745739500915,2022,
420,1202,Automatic Data Processing ,ADP,2018-06-11,Buy,1.50%,-0.50%,-1.30%,20.0,0.00%,-0.80%,1%,5.0,Technology,Software - Application,306.93,134.08,2364 days,6.4722792607802875,128.91557279236275,19.918110390190567,2018,15.0
421,1204,United Rentals ,URI,2019-01-03,Negative Mention,5.50%,6.60%,17.50%,50.0,1.90%,2.60%,8%,31.0,Industrials,Rental & Leasing Services,866.0,101.98,2158 days,5.908281998631074,749.186114924495,126.80270086940305,2019,19.0
422,1206,Walmart ,WMT,2019-02-15,Buy,-0.20%,-3.00%,-2.00%,19.0,0.50%,0.60%,2%,23.0,Consumer Defensive,Discount Stores,92.5,33.33,2115 days,5.790554414784395,177.52775277527755,30.658161560836938,2019,-4.0
423,1214,EOG Resources ,EOG,2020-06-02,Buy,-1.30%,0.50%,-9.00%,61.0,0.60%,2.20%,2%,36.0,Energy,Oil & Gas E&P,133.26,54.81,1642 days,4.4955509924709105,143.13081554460862,31.838325443159743,2020,25.0
424,1215,Devon Energy ,DVN,2021-10-29,Buy,2.30%,5.10%,4.60%,99.0,-0.10%,1.90%,1%,-15.0,Energy,Oil & Gas E&P,37.95,40.08,1128 days,3.0882956878850103,-5.314371257485019,-1.7208103739329814,2021,114.0
425,1216,HP ,HPQ,2022-05-31,Buy,1.50%,-5.30%,-20.50%,,-1.30%,0.40%,-7%,0.0,Technology,Computer Hardware,35.43,38.84,914 days,2.5023956194387407,-8.779608650875394,-3.508481465790194,2022,
426,1218,Tyson Foods ,TSN,2016-08-05,Buy,-1.10%,1.40%,2.90%,-8.0,-0.20%,0.50%,0%,16.0,Consumer Defensive,Farm Products,64.5,73.64,3039 days,8.320328542094456,-12.411732753938077,-1.4917358961421132,2016,-24.0
427,1221,NVIDIA ,NVDA,2021-12-20,Buy,2.50%,4.30%,-16.90%,-43.0,1.00%,3.00%,-4%,-15.0,Technology,Semiconductors,138.25,27.72,1076 days,2.945927446954141,398.73737373737373,135.35206854793284,2021,-28.0
428,1234,ServiceNow ,NOW,2021-12-06,Positive Mention,5.10%,-5.80%,-13.50%,-41.0,0.80%,-1.10%,0%,-15.0,Technology,Software - Application,1049.44,616.54,1090 days,2.9842573579739904,70.2144224219029,23.52827320146792,2021,-26.0
429,1235,L3Harris Technologies ,LHX,2020-06-11,Buy,-4.00%,-5.60%,-15.90%,17.0,-1.30%,1.90%,4%,42.0,Industrials,Aerospace & Defense,246.25,196.51,1633 days,4.470910335386721,25.311688972571375,5.661417267135147,2020,-25.0
430,1236,Applied Materials ,AMAT,2021-05-04,Buy,-1.10%,-11.80%,7.50%,-12.0,-0.40%,-2.50%,2%,1.0,Technology,Semiconductor Equipment & Materials,174.71,128.72,1306 days,3.575633127994524,35.72871348663767,9.992276111021754,2021,-13.0
431,1237,Ford Motor ,F,2021-01-15,Buy,-0.40%,12.70%,15.20%,145.0,0.10%,1.50%,4%,22.0,Consumer Cyclical,Auto Manufacturers,11.13,9.83,1415 days,3.8740588637919235,13.224821973550362,3.413686378684996,2021,123.0
433,1244,Nucor ,NUE,2022-05-16,Buy,2.10%,-0.70%,-10.00%,,0.40%,-3.50%,-10%,0.0,Basic Materials,Steel,154.69,119.75,929 days,2.543463381245722,29.177453027139876,11.471544368313067,2022,
434,1247,NVIDIA ,NVDA,2018-01-05,Buy,0.70%,-0.90%,-3.70%,-35.0,0.20%,1.10%,-4%,-5.0,Technology,Semiconductors,138.25,5.39,2521 days,6.9021218343600275,2464.9350649350654,357.12714496927117,2018,-30.0
435,1250,Target ,TGT,2019-08-21,Buy,0.90%,1.50%,2.30%,48.0,-0.30%,0.10%,2%,18.0,Consumer Defensive,Discount Stores,132.31,103.0,1928 days,5.278576317590692,28.45631067961165,5.390906367078919,2019,30.0
437,1253,Delta Air Lines ,DAL,2022-04-13,Positive Mention,0.90%,5.60%,-9.90%,,-1.30%,0.10%,-9%,0.0,Industrials,Airlines,63.82,41.02,962 days,2.6338124572210813,55.58264261335932,21.103492946496353,2022,
438,1254,Simon Property Group ,SPG,2021-02-22,Buy,-0.20%,-3.00%,-1.30%,22.0,0.70%,-0.20%,1%,10.0,Real Estate,REIT - Retail,183.6,112.77,1377 days,3.7700205338809036,62.809257781324824,16.660189836331803,2021,12.0
439,1258,Advanced Micro Devices ,AMD,2018-04-09,Buy,2.40%,5.40%,21.50%,179.0,0.30%,1.90%,3%,11.0,Technology,Semiconductors,137.175,9.53,2427 days,6.6447638603696095,1339.4018887722982,201.57253394070125,2018,168.0
441,1263,IBM ,IBM,2018-07-18,Buy,0.90%,-1.70%,-0.80%,5.0,-0.10%,1.20%,2%,8.0,Technology,Information Technology Services,227.41,144.52,2327 days,6.3709787816564,57.355383337946286,9.002601531665183,2018,-3.0
442,1265,Tesla ,TSLA,2020-11-02,Positive Mention,3.50%,-3.20%,40.00%,186.0,0.70%,5.40%,9%,40.0,Consumer Cyclical,Auto Manufacturers,345.16,133.5,1489 days,4.076659822039699,158.54681647940077,38.89135306857027,2020,146.0
443,1266,General Motors ,GM,2017-10-02,Buy,0.80%,4.10%,-2.00%,-19.0,0.20%,0.70%,2%,17.0,Consumer Cyclical,Auto Manufacturers,55.59,42.15,2616 days,7.162217659137577,31.886120996441292,4.451989944170559,2017,-36.0
444,1268,Chevron ,CVX,2021-01-05,Buy,0.90%,3.80%,-0.60%,45.0,1.00%,1.70%,4%,27.0,Energy,Oil & Gas Integrated,161.93,87.0,1425 days,3.9014373716632442,86.1264367816092,22.075565638233517,2021,18.0
445,1269,Cisco Systems ,CSCO,2018-11-14,Buy,-0.10%,-4.80%,-5.50%,-1.0,1.60%,-3.60%,-6%,16.0,Technology,Communication Equipment,59.21,44.33,2208 days,6.04517453798768,33.566433566433574,5.552599574338706,2018,-17.0
446,1271,Micron Technology ,MU,2017-12-15,Positive Mention,0.80%,-3.30%,-1.80%,-22.0,0.00%,-0.40%,3%,-4.0,Technology,Semiconductors,97.95,42.4,2542 days,6.959616700889802,131.01415094339623,18.824908981933703,2017,-18.0
447,1273,Take-Two Interactive ,TTWO,2018-12-11,Buy,-3.40%,-1.10%,4.60%,20.0,-0.80%,-5.30%,-2%,22.0,Communication Services,Electronic Gaming & Multimedia,188.38,105.42,2181 days,5.971252566735113,78.69474483020299,13.17893422706632,2018,-2.0
448,1275,United Continental ,UAL,2022-04-21,Buy,-1.10%,-1.90%,-13.00%,,-2.50%,-3.30%,-7%,0.0,Industrials,Airlines,96.83,50.85,954 days,2.6119096509240247,90.4228121927237,34.61942573730852,2022,
450,1279,Hasbro ,HAS,2017-07-24,Buy,-1.00%,0.20%,-10.10%,-2.0,-0.10%,0.00%,-1%,17.0,Consumer Cyclical,Leisure,65.15,156.76,2686 days,7.353867214236824,-58.43965297269711,-7.9467919762761055,2017,-19.0
451,1280,Align Technology ,ALGN,2017-10-20,Buy,-1.30%,16.20%,26.00%,55.0,-0.50%,0.20%,1%,9.0,Healthcare,Medical Instruments & Supplies,232.77,200.88,2598 days,7.112936344969199,15.875149342891286,2.231870014430732,2017,46.0
452,1281,Apple ,AAPL,2021-12-06,Buy,1.20%,1.80%,0.50%,-17.0,0.80%,-1.10%,0%,-15.0,Technology,Consumer Electronics,237.33,165.32,1090 days,2.9842573579739904,43.55794822163079,14.595908796284997,2021,-2.0
453,1283,Netflix ,NFLX,2022-04-11,Sell,-3.30%,1.30%,-49.30%,,-1.10%,1.50%,-10%,0.0,Communication Services,Entertainment,886.81,348.0,964 days,2.639288158795346,154.8304597701149,58.66371932679924,2022,
454,1286,Micron Technology ,MU,2017-06-23,Positive Mention,0.20%,-10.30%,-2.60%,64.0,-0.30%,-0.40%,1%,13.0,Technology,Semiconductors,97.95,31.73,2717 days,7.438740588637919,208.6983926883076,28.05560836562545,2017,51.0
455,1294,FedEx ,FDX,2020-12-11,Positive Mention,-3.50%,-4.80%,-14.10%,-15.0,-1.10%,1.30%,4%,30.0,Industrials,Integrated Freight & Logistics,302.67,289.47,1450 days,3.969883641341547,4.560058037102286,1.148662895208007,2020,-45.0
456,1295,Johnson & Johnson ,JNJ,2018-12-17,Buy,-1.20%,-2.80%,-1.00%,13.0,-0.80%,-2.90%,4%,28.0,Healthcare,Drug Manufacturers - General,155.01,129.14,2175 days,5.95482546201232,20.032522843425745,3.3640822843959786,2018,-15.0
457,1305,Advanced Micro Devices ,AMD,2020-04-24,Buy,-1.70%,-7.00%,-5.80%,51.0,0.70%,-1.20%,4%,48.0,Technology,Semiconductors,137.175,56.18,1681 days,4.602327173169062,144.17052331790674,31.3255702807052,2020,3.0
458,1307,Applied Materials ,AMAT,2020-09-11,Positive Mention,0.40%,1.50%,14.60%,149.0,0.30%,-3.00%,5%,34.0,Technology,Semiconductor Equipment & Materials,174.71,55.0,1541 days,4.219028062970568,217.65454545454546,51.58878827207835,2020,115.0
